time posx posy posz velx vely velz accx accy accz omg1 omg2 omg3 omg4 epot ecin emec 
19.50 6.13 4.91 10.01 -0.18 -0.71 0.00 -0.43 0.18 -0.00 1.36 1.56 1.76 1.56 98.09 0.27 98.35 
19.55 6.12 4.88 10.01 -0.20 -0.70 0.00 -0.42 0.19 -0.00 1.56 1.76 1.56 1.36 98.09 0.26 98.35 
19.60 6.10 4.85 10.01 -0.22 -0.69 0.00 -0.41 0.21 -0.00 1.76 1.56 1.36 1.56 98.09 0.26 98.35 
19.65 6.09 4.81 10.01 -0.24 -0.68 0.00 -0.41 0.22 -0.00 1.56 1.36 1.56 1.76 98.09 0.26 98.34 
19.70 6.08 4.78 10.01 -0.26 -0.66 0.00 -0.40 0.23 -0.00 1.36 1.56 1.76 1.56 98.09 0.25 98.34 
19.75 6.06 4.75 10.01 -0.28 -0.65 0.00 -0.39 0.24 -0.00 1.76 1.56 1.36 1.56 98.09 0.25 98.34 
19.80 6.05 4.71 10.01 -0.30 -0.64 0.00 -0.38 0.26 -0.00 1.56 1.36 1.56 1.76 98.09 0.25 98.34 
19.85 6.03 4.68 10.01 -0.32 -0.63 0.00 -0.37 0.26 -0.00 1.36 1.56 1.76 1.56 98.09 0.25 98.33 
19.90 6.01 4.65 10.01 -0.33 -0.61 -0.00 -0.35 0.28 -0.02 1.74 1.58 1.38 1.54 98.09 0.24 98.33 
19.95 6.00 4.62 10.01 -0.35 -0.60 -0.00 -0.34 0.29 0.01 1.56 1.36 1.56 1.76 98.09 0.24 98.33 
20.00 5.98 4.60 10.01 -0.37 -0.58 0.00 -0.33 0.29 0.00 1.56 1.76 1.56 1.36 98.09 0.24 98.32 
20.05 5.96 4.57 10.01 -0.38 -0.57 0.00 -0.32 0.30 0.00 1.76 1.56 1.36 1.56 98.09 0.23 98.32 
20.10 5.94 4.54 10.01 -0.40 -0.55 0.00 -0.31 0.31 0.00 1.56 1.36 1.56 1.76 98.09 0.23 98.32 
20.15 5.92 4.51 10.01 -0.41 -0.54 0.00 -0.30 0.32 0.00 1.36 1.56 1.76 1.56 98.09 0.23 98.32 
20.20 5.90 4.49 10.01 -0.43 -0.52 0.00 -0.29 0.33 0.00 1.76 1.56 1.36 1.56 98.09 0.23 98.31 
20.25 5.87 4.46 10.01 -0.44 -0.50 0.00 -0.28 0.33 0.00 1.56 1.36 1.56 1.76 98.09 0.22 98.31 
20.30 5.85 4.44 10.01 -0.46 -0.49 0.00 -0.26 0.33 0.00 1.36 1.56 1.76 1.56 98.09 0.22 98.31 
20.35 5.83 4.42 10.01 -0.47 -0.47 0.00 -0.25 0.34 0.00 1.56 1.76 1.56 1.36 98.09 0.22 98.31 
20.40 5.80 4.39 10.01 -0.48 -0.45 0.00 -0.24 0.35 0.00 1.76 1.56 1.36 1.56 98.09 0.22 98.31 
20.45 5.78 4.37 10.01 -0.49 -0.43 0.00 -0.23 0.36 0.00 1.56 1.36 1.56 1.76 98.09 0.22 98.30 
20.50 5.75 4.35 10.01 -0.50 -0.42 0.00 -0.21 0.36 0.00 1.36 1.56 1.76 1.56 98.09 0.21 98.30 
20.55 5.73 4.33 10.01 -0.51 -0.40 0.00 -0.20 0.37 -0.00 1.76 1.56 1.36 1.56 98.09 0.21 98.30 
20.60 5.70 4.31 10.01 -0.52 -0.38 0.00 -0.19 0.37 -0.00 1.56 1.36 1.56 1.76 98.09 0.21 98.30 
20.65 5.67 4.30 10.01 -0.53 -0.36 0.00 -0.17 0.37 -0.00 1.56 1.76 1.56 1.36 98.09 0.21 98.29 
20.70 5.65 4.28 10.01 -0.54 -0.34 0.00 -0.16 0.38 -0.00 1.76 1.56 1.36 1.56 98.09 0.20 98.29 
20.75 5.62 4.26 10.01 -0.54 -0.32 0.00 -0.15 0.38 -0.00 1.56 1.36 1.56 1.76 98.09 0.20 98.29 
20.80 5.59 4.25 10.01 -0.55 -0.30 0.00 -0.13 0.38 -0.00 1.36 1.56 1.76 1.56 98.09 0.20 98.29 
20.85 5.56 4.24 10.01 -0.56 -0.29 0.00 -0.12 0.38 -0.00 1.56 1.76 1.56 1.36 98.09 0.20 98.29 
20.90 5.53 4.22 10.01 -0.56 -0.27 0.00 -0.11 0.39 -0.00 1.76 1.56 1.36 1.56 98.09 0.19 98.28 
20.95 5.51 4.21 10.01 -0.57 -0.25 0.00 -0.10 0.39 -0.00 1.56 1.36 1.56 1.76 98.09 0.19 98.28 
21.00 5.48 4.20 10.01 -0.57 -0.23 -0.00 -0.08 0.39 -0.03 1.51 1.71 1.61 1.41 98.09 0.19 98.28 
21.05 5.45 4.19 10.01 -0.58 -0.21 -0.00 -0.07 0.39 0.01 1.76 1.56 1.36 1.56 98.09 0.19 98.28 
21.10 5.42 4.18 10.01 -0.58 -0.19 -0.00 -0.06 0.39 0.00 1.56 1.36 1.56 1.76 98.09 0.19 98.27 
21.15 5.39 4.17 10.01 -0.58 -0.17 -0.00 -0.05 0.39 0.00 1.36 1.56 1.76 1.56 98.09 0.18 98.27 
21.20 5.36 4.17 10.01 -0.58 -0.15 -0.00 -0.04 0.39 0.00 1.76 1.56 1.36 1.56 98.09 0.18 98.27 
21.25 5.33 4.16 10.01 -0.58 -0.13 0.00 -0.03 0.39 0.00 1.56 1.36 1.56 1.76 98.09 0.18 98.27 
21.30 5.30 4.16 10.01 -0.58 -0.11 -0.00 -0.01 0.38 -0.04 1.48 1.68 1.64 1.44 98.09 0.18 98.26 
21.35 5.27 4.15 10.01 -0.58 -0.09 -0.00 0.00 0.38 0.02 1.76 1.56 1.36 1.56 98.09 0.18 98.26 
21.40 5.24 4.15 10.01 -0.58 -0.07 -0.00 0.01 0.38 0.01 1.56 1.36 1.56 1.76 98.09 0.17 98.26 
21.45 5.21 4.15 10.01 -0.58 -0.05 -0.00 0.03 0.37 0.01 1.36 1.56 1.76 1.56 98.09 0.17 98.26 
21.50 5.19 4.14 10.01 -0.58 -0.04 0.00 0.04 0.37 0.01 1.56 1.76 1.56 1.36 98.09 0.17 98.26 
21.55 5.16 4.14 10.01 -0.58 -0.02 0.00 0.06 0.37 0.00 1.76 1.56 1.36 1.56 98.09 0.17 98.25 
21.60 5.13 4.14 10.01 -0.57 0.00 -0.00 0.07 0.37 -0.02 1.59 1.39 1.53 1.73 98.09 0.16 98.25 
21.65 5.10 4.15 10.01 -0.57 0.02 -0.00 0.08 0.36 0.01 1.56 1.76 1.56 1.36 98.09 0.16 98.25 
21.70 5.07 4.15 10.01 -0.57 0.04 0.00 0.09 0.36 0.00 1.76 1.56 1.36 1.56 98.09 0.16 98.25 
21.75 5.04 4.15 10.01 -0.56 0.05 0.00 0.10 0.35 0.00 1.56 1.36 1.56 1.76 98.09 0.16 98.25 
21.80 5.02 4.16 10.01 -0.56 0.07 0.00 0.11 0.34 0.00 1.36 1.56 1.76 1.56 98.09 0.16 98.24 
21.85 4.99 4.16 10.01 -0.55 0.09 0.00 0.12 0.34 0.00 1.56 1.76 1.56 1.36 98.09 0.15 98.24 
21.90 4.96 4.17 10.01 -0.54 0.11 0.00 0.13 0.34 0.00 1.76 1.56 1.36 1.56 98.09 0.15 98.24 
21.95 4.94 4.17 10.01 -0.54 0.12 0.00 0.14 0.33 0.00 1.56 1.36 1.56 1.76 98.09 0.15 98.24 
22.00 4.91 4.18 10.01 -0.53 0.14 0.00 0.15 0.32 0.00 1.56 1.76 1.56 1.36 98.09 0.15 98.24 
22.05 4.88 4.19 10.01 -0.52 0.15 0.00 0.16 0.32 0.00 1.76 1.56 1.36 1.56 98.09 0.15 98.24 
22.10 4.86 4.20 10.01 -0.51 0.17 0.00 0.17 0.31 -0.00 1.56 1.36 1.56 1.76 98.09 0.15 98.23 
22.15 4.83 4.21 10.01 -0.50 0.19 0.00 0.18 0.30 -0.00 1.36 1.56 1.76 1.56 98.09 0.14 98.23 
22.20 4.81 4.22 10.01 -0.49 0.20 0.00 0.19 0.30 -0.00 1.56 1.76 1.56 1.36 98.09 0.14 98.23 
22.25 4.78 4.23 10.01 -0.48 0.21 0.00 0.20 0.29 -0.00 1.76 1.56 1.36 1.56 98.09 0.14 98.23 
22.30 4.76 4.24 10.01 -0.47 0.23 0.00 0.20 0.28 -0.00 1.56 1.36 1.56 1.76 98.09 0.14 98.23 
22.35 4.74 4.25 10.01 -0.46 0.24 0.00 0.21 0.27 -0.00 1.56 1.76 1.56 1.36 98.09 0.14 98.23 
22.40 4.72 4.27 10.01 -0.45 0.26 0.00 0.22 0.27 -0.00 1.76 1.56 1.36 1.56 98.09 0.13 98.23 
22.45 4.69 4.28 10.01 -0.44 0.27 0.00 0.22 0.26 -0.00 1.56 1.36 1.56 1.76 98.09 0.13 98.22 
22.50 4.67 4.29 10.01 -0.43 0.28 0.00 0.23 0.25 -0.00 1.36 1.56 1.76 1.56 98.09 0.13 98.22 
22.55 4.65 4.31 10.01 -0.42 0.29 0.00 0.24 0.24 -0.00 1.56 1.76 1.56 1.36 98.09 0.13 98.22 
22.60 4.63 4.32 10.01 -0.41 0.30 0.00 0.25 0.23 -0.00 1.76 1.56 1.36 1.56 98.09 0.13 98.22 
22.65 4.61 4.34 10.01 -0.39 0.32 0.00 0.25 0.22 -0.00 1.56 1.36 1.56 1.76 98.09 0.13 98.22 
22.70 4.59 4.36 10.01 -0.38 0.33 0.00 0.26 0.21 -0.00 1.56 1.76 1.56 1.36 98.09 0.13 98.22 
22.75 4.58 4.37 10.01 -0.37 0.34 0.00 0.26 0.20 -0.00 1.76 1.56 1.36 1.56 98.09 0.12 98.22 
22.80 4.56 4.39 10.01 -0.35 0.35 0.00 0.26 0.19 -0.00 1.56 1.36 1.56 1.76 98.09 0.12 98.22 
22.85 4.54 4.41 10.01 -0.34 0.36 0.00 0.27 0.18 -0.00 1.36 1.56 1.76 1.56 98.09 0.12 98.21 
22.90 4.53 4.43 10.01 -0.33 0.36 0.00 0.28 0.17 -0.00 1.56 1.76 1.56 1.36 98.09 0.12 98.21 
22.95 4.51 4.45 10.01 -0.31 0.37 0.00 0.28 0.16 -0.00 1.76 1.56 1.36 1.56 98.09 0.12 98.21 
23.00 4.50 4.47 10.01 -0.30 0.38 0.00 0.29 0.15 -0.00 1.36 1.56 1.76 1.56 98.09 0.12 98.21 
23.05 4.48 4.48 10.01 -0.28 0.39 0.00 0.29 0.14 -0.00 1.56 1.76 1.56 1.36 98.09 0.11 98.21 
23.10 4.47 4.50 10.01 -0.27 0.39 0.00 0.29 0.13 -0.00 1.76 1.56 1.36 1.56 98.09 0.11 98.21 
23.15 4.46 4.52 10.01 -0.25 0.40 0.00 0.29 0.12 -0.00 1.76 1.56 1.36 1.56 98.09 0.11 98.21 
23.20 4.45 4.55 10.01 -0.24 0.40 0.00 0.29 0.11 -0.00 1.56 1.36 1.56 1.76 98.09 0.11 98.20 
23.25 4.44 4.57 10.01 -0.22 0.41 0.00 0.30 0.10 -0.00 1.36 1.56 1.76 1.56 98.09 0.11 98.20 
23.30 4.43 4.59 10.01 -0.21 0.41 0.00 0.30 0.09 -0.00 1.56 1.76 1.56 1.36 98.09 0.11 98.20 
23.35 4.42 4.61 10.01 -0.19 0.42 0.00 0.30 0.08 -0.00 1.76 1.56 1.36 1.56 98.09 0.11 98.20 
23.40 4.41 4.63 10.01 -0.18 0.42 0.00 0.30 0.07 -0.00 1.36 1.56 1.76 1.56 98.09 0.10 98.20 
23.45 4.40 4.65 10.01 -0.16 0.42 0.00 0.30 0.06 -0.00 1.56 1.76 1.56 1.36 98.09 0.10 98.20 
23.50 4.39 4.67 10.01 -0.15 0.43 0.00 0.30 0.06 -0.00 1.76 1.56 1.36 1.56 98.09 0.10 98.20 
23.55 4.39 4.69 10.01 -0.13 0.43 0.00 0.30 0.05 0.00 1.56 1.36 1.56 1.76 98.09 0.10 98.20 
23.60 4.38 4.71 10.01 -0.12 0.43 0.00 0.30 0.03 -0.00 1.56 1.76 1.56 1.36 98.09 0.10 98.19 
23.65 4.38 4.74 10.01 -0.11 0.43 0.00 0.29 0.03 0.00 1.76 1.56 1.36 1.56 98.09 0.10 98.19 
23.70 4.37 4.76 10.01 -0.09 0.43 0.00 0.29 0.02 0.00 1.56 1.36 1.56 1.76 98.09 0.10 98.19 
23.75 4.37 4.78 10.01 -0.08 0.43 0.00 0.29 0.00 0.00 1.36 1.56 1.76 1.56 98.09 0.10 98.19 
23.80 4.37 4.80 10.01 -0.06 0.43 0.00 0.29 -0.01 -0.00 1.56 1.76 1.56 1.36 98.09 0.10 98.19 
23.85 4.36 4.82 10.01 -0.05 0.43 0.00 0.28 -0.02 0.00 1.76 1.56 1.36 1.56 98.09 0.09 98.19 
23.90 4.36 4.84 10.01 -0.03 0.43 0.00 0.28 -0.03 0.00 1.36 1.56 1.76 1.56 98.09 0.09 98.19 
23.95 4.36 4.87 10.01 -0.02 0.43 0.00 0.28 -0.04 -0.00 1.56 1.76 1.56 1.36 98.09 0.09 98.19 
24.00 4.36 4.89 10.01 -0.01 0.43 0.00 0.27 -0.04 0.00 1.76 1.56 1.36 1.56 98.09 0.09 98.19 
24.05 4.36 4.91 10.01 0.01 0.42 0.00 0.26 -0.05 0.00 1.56 1.36 1.56 1.76 98.10 0.09 98.19 
24.10 4.36 4.93 10.01 0.02 0.42 0.00 0.26 -0.06 0.00 1.36 1.56 1.76 1.56 98.10 0.09 98.18 
24.15 4.37 4.95 10.01 0.03 0.42 0.00 0.26 -0.07 -0.00 1.56 1.76 1.56 1.36 98.10 0.09 98.18 
24.20 4.37 4.97 10.01 0.05 0.41 0.00 0.25 -0.08 -0.00 1.76 1.56 1.36 1.56 98.10 0.09 98.18 
24.25 4.37 4.99 10.01 0.06 0.41 0.00 0.25 -0.09 0.00 1.56 1.36 1.56 1.76 98.10 0.09 98.18 
24.30 4.37 5.01 10.01 0.07 0.41 0.00 0.24 -0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.08 98.18 
24.35 4.38 5.03 10.01 0.08 0.40 0.00 0.24 -0.11 -0.00 1.56 1.76 1.56 1.36 98.10 0.08 98.18 
24.40 4.38 5.05 10.01 0.09 0.39 -0.00 0.24 -0.11 -0.04 1.64 1.44 1.48 1.68 98.09 0.08 98.18 
24.45 4.39 5.07 10.01 0.11 0.39 -0.00 0.23 -0.12 0.02 1.36 1.56 1.76 1.56 98.09 0.08 98.17 
24.50 4.40 5.09 10.01 0.12 0.38 -0.00 0.23 -0.13 0.01 1.56 1.76 1.56 1.36 98.09 0.08 98.17 
24.55 4.40 5.11 10.01 0.13 0.38 -0.00 0.23 -0.13 0.01 1.76 1.56 1.36 1.56 98.09 0.08 98.17 
24.60 4.41 5.13 10.01 0.14 0.37 -0.00 0.22 -0.14 0.00 1.36 1.56 1.76 1.56 98.09 0.08 98.17 
24.65 4.42 5.14 10.01 0.15 0.36 -0.00 0.22 -0.14 0.00 1.56 1.76 1.56 1.36 98.09 0.08 98.17 
24.70 4.43 5.16 10.01 0.16 0.35 0.00 0.21 -0.15 0.00 1.76 1.56 1.36 1.56 98.09 0.08 98.17 
24.75 4.43 5.18 10.01 0.17 0.35 0.00 0.20 -0.15 0.00 1.56 1.36 1.56 1.76 98.09 0.07 98.17 
24.80 4.44 5.20 10.01 0.18 0.34 0.00 0.20 -0.16 0.00 1.36 1.56 1.76 1.56 98.09 0.07 98.17 
24.85 4.45 5.21 10.01 0.19 0.33 0.00 0.20 -0.16 0.00 1.56 1.76 1.56 1.36 98.09 0.07 98.17 
24.90 4.46 5.23 10.01 0.20 0.32 0.00 0.19 -0.17 0.00 1.76 1.56 1.36 1.56 98.09 0.07 98.17 
24.95 4.47 5.24 10.01 0.21 0.31 -0.00 0.18 -0.17 -0.03 1.49 1.43 1.63 1.69 98.09 0.07 98.16 
25.00 4.49 5.26 10.01 0.22 0.30 -0.00 0.17 -0.18 -0.03 1.46 1.66 1.66 1.46 98.09 0.07 98.16 
25.05 4.50 5.27 10.01 0.23 0.29 -0.00 0.17 -0.18 0.02 1.56 1.76 1.56 1.36 98.09 0.07 98.16 
25.10 4.51 5.29 10.01 0.23 0.29 -0.00 0.16 -0.18 0.01 1.76 1.56 1.36 1.56 98.09 0.07 98.16 
25.15 4.52 5.30 10.01 0.24 0.28 -0.00 0.15 -0.19 0.01 1.56 1.36 1.56 1.76 98.09 0.07 98.16 
25.20 4.53 5.31 10.01 0.25 0.27 -0.00 0.14 -0.19 0.01 1.36 1.56 1.76 1.56 98.09 0.07 98.16 
25.25 4.55 5.33 10.01 0.26 0.26 0.00 0.14 -0.20 0.01 1.56 1.76 1.56 1.36 98.09 0.07 98.16 
25.30 4.56 5.34 10.01 0.26 0.25 0.00 0.13 -0.20 0.00 1.76 1.56 1.36 1.56 98.09 0.06 98.16 
25.35 4.57 5.35 10.01 0.27 0.24 0.00 0.12 -0.20 0.00 1.56 1.36 1.56 1.76 98.09 0.06 98.15 
25.40 4.59 5.36 10.01 0.27 0.23 0.00 0.11 -0.21 0.00 1.36 1.56 1.76 1.56 98.09 0.06 98.15 
25.45 4.60 5.37 10.01 0.28 0.22 0.00 0.11 -0.21 0.00 1.56 1.76 1.56 1.36 98.09 0.06 98.15 
25.50 4.62 5.38 10.01 0.29 0.20 0.00 0.10 -0.21 0.00 1.56 1.36 1.56 1.76 98.09 0.06 98.15 
25.55 4.63 5.39 10.01 0.29 0.19 0.00 0.10 -0.22 0.00 1.36 1.56 1.76 1.56 98.09 0.06 98.15 
25.60 4.65 5.40 10.01 0.29 0.18 0.00 0.09 -0.22 0.00 1.56 1.76 1.56 1.36 98.09 0.06 98.15 
25.65 4.66 5.41 10.01 0.30 0.17 -0.00 0.09 -0.22 -0.04 1.66 1.66 1.46 1.46 98.09 0.06 98.15 
25.70 4.68 5.41 10.01 0.30 0.16 -0.00 0.08 -0.22 0.02 1.56 1.36 1.56 1.76 98.09 0.06 98.15 
25.75 4.69 5.42 10.01 0.31 0.15 -0.00 0.07 -0.22 0.00 1.56 1.76 1.56 1.36 98.09 0.06 98.15 
25.80 4.71 5.43 10.01 0.31 0.14 0.00 0.06 -0.22 0.01 1.76 1.56 1.36 1.56 98.09 0.06 98.15 
25.85 4.72 5.43 10.01 0.31 0.13 0.00 0.05 -0.22 0.00 1.36 1.56 1.76 1.56 98.09 0.06 98.15 
25.90 4.74 5.44 10.01 0.31 0.12 0.00 0.05 -0.22 0.00 1.56 1.76 1.56 1.36 98.09 0.06 98.15 
25.95 4.75 5.45 10.01 0.32 0.11 0.00 0.04 -0.22 0.00 1.56 1.36 1.56 1.76 98.09 0.06 98.15 
26.00 4.77 5.45 10.01 0.32 0.09 0.00 0.03 -0.22 0.00 1.36 1.56 1.76 1.56 98.09 0.06 98.15 
26.05 4.79 5.45 10.01 0.32 0.08 0.00 0.02 -0.22 0.00 1.56 1.76 1.56 1.36 98.09 0.05 98.15 
26.10 4.80 5.46 10.01 0.32 0.07 0.00 0.02 -0.21 0.00 1.76 1.56 1.36 1.56 98.09 0.05 98.15 
26.15 4.82 5.46 10.01 0.32 0.06 0.00 0.01 -0.21 0.00 1.56 1.36 1.56 1.76 98.09 0.05 98.15 
26.20 4.83 5.46 10.01 0.32 0.05 0.00 -0.00 -0.21 -0.00 1.36 1.56 1.76 1.56 98.09 0.05 98.15 
26.25 4.85 5.46 10.01 0.32 0.04 0.00 -0.01 -0.21 -0.00 1.56 1.76 1.56 1.36 98.09 0.05 98.15 
26.30 4.87 5.47 10.01 0.32 0.03 0.00 -0.01 -0.20 -0.00 1.76 1.56 1.36 1.56 98.09 0.05 98.15 
26.35 4.88 5.47 10.01 0.32 0.02 0.00 -0.02 -0.20 -0.00 1.56 1.36 1.56 1.76 98.10 0.05 98.15 
26.40 4.90 5.47 10.01 0.32 0.01 0.00 -0.03 -0.20 -0.00 1.36 1.56 1.76 1.56 98.10 0.05 98.15 
26.45 4.91 5.47 10.01 0.31 0.00 0.00 -0.04 -0.20 -0.00 1.56 1.76 1.56 1.36 98.10 0.05 98.15 
26.50 4.93 5.47 10.01 0.31 -0.01 0.00 -0.04 -0.20 -0.00 1.56 1.36 1.56 1.76 98.10 0.05 98.14 
26.55 4.95 5.46 10.01 0.31 -0.02 0.00 -0.05 -0.20 -0.00 1.36 1.56 1.76 1.56 98.10 0.05 98.14 
26.60 4.96 5.46 10.01 0.31 -0.03 0.00 -0.05 -0.19 -0.00 1.56 1.76 1.56 1.36 98.10 0.05 98.14 
26.65 4.98 5.46 10.01 0.30 -0.04 0.00 -0.06 -0.19 -0.00 1.76 1.56 1.36 1.56 98.10 0.05 98.14 
26.70 4.99 5.46 10.01 0.30 -0.05 0.00 -0.07 -0.18 -0.00 1.56 1.36 1.56 1.76 98.10 0.05 98.14 
26.75 5.01 5.45 10.01 0.30 -0.06 0.00 -0.07 -0.18 -0.00 1.36 1.56 1.76 1.56 98.10 0.05 98.14 
26.80 5.02 5.45 10.01 0.29 -0.06 0.00 -0.08 -0.18 -0.00 1.56 1.76 1.56 1.36 98.10 0.05 98.14 
26.85 5.03 5.45 10.01 0.29 -0.07 0.00 -0.08 -0.17 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.14 
26.90 5.05 5.44 10.01 0.29 -0.08 0.00 -0.09 -0.17 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.14 
26.95 5.06 5.44 10.01 0.28 -0.09 0.00 -0.10 -0.17 -0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.14 
27.00 5.08 5.43 10.01 0.28 -0.10 0.00 -0.10 -0.16 -0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.14 
27.05 5.09 5.43 10.01 0.27 -0.11 0.00 -0.10 -0.15 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.14 
27.10 5.10 5.42 10.01 0.26 -0.11 0.00 -0.11 -0.15 0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.14 
27.15 5.12 5.42 10.01 0.26 -0.12 0.00 -0.11 -0.15 0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.14 
27.20 5.13 5.41 10.01 0.25 -0.13 0.00 -0.11 -0.14 0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.14 
27.25 5.14 5.40 10.01 0.25 -0.13 0.00 -0.12 -0.13 0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.14 
27.30 5.15 5.40 10.01 0.24 -0.14 0.00 -0.12 -0.13 -0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.14 
27.35 5.16 5.39 10.01 0.24 -0.15 0.00 -0.12 -0.12 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.14 
27.40 5.18 5.38 10.01 0.23 -0.15 0.00 -0.13 -0.12 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.14 
27.45 5.19 5.37 10.01 0.22 -0.16 0.00 -0.13 -0.12 -0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.14 
27.50 5.20 5.36 10.01 0.22 -0.16 0.00 -0.13 -0.11 -0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.13 
27.55 5.21 5.35 10.01 0.21 -0.17 0.00 -0.13 -0.11 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.13 
27.60 5.22 5.35 10.01 0.20 -0.18 0.00 -0.14 -0.10 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.13 
27.65 5.23 5.34 10.01 0.20 -0.18 0.00 -0.14 -0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.13 
27.70 5.24 5.33 10.01 0.19 -0.19 0.00 -0.14 -0.10 -0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.13 
27.75 5.24 5.32 10.01 0.18 -0.19 0.00 -0.14 -0.09 -0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.13 
27.80 5.25 5.31 10.01 0.17 -0.19 0.00 -0.15 -0.09 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.13 
27.85 5.26 5.30 10.01 0.17 -0.20 0.00 -0.15 -0.09 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.13 
27.90 5.27 5.29 10.01 0.16 -0.20 0.00 -0.15 -0.08 -0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.13 
27.95 5.28 5.28 10.01 0.15 -0.21 0.00 -0.15 -0.08 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.13 
28.00 5.28 5.27 10.01 0.15 -0.21 0.00 -0.15 -0.07 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.13 
28.05 5.29 5.26 10.01 0.14 -0.21 0.00 -0.14 -0.07 0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.13 
28.10 5.30 5.25 10.01 0.13 -0.22 0.00 -0.15 -0.06 0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.13 
28.15 5.30 5.23 10.01 0.12 -0.22 0.00 -0.15 -0.05 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.13 
28.20 5.31 5.22 10.01 0.12 -0.22 0.00 -0.15 -0.05 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.13 
28.25 5.31 5.21 10.01 0.11 -0.22 0.00 -0.15 -0.05 0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.13 
28.30 5.32 5.20 10.01 0.10 -0.23 0.00 -0.15 -0.04 0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.13 
28.35 5.32 5.19 10.01 0.09 -0.23 0.00 -0.15 -0.03 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.13 
28.40 5.33 5.18 10.01 0.09 -0.23 0.00 -0.15 -0.03 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.13 
28.45 5.33 5.17 10.01 0.08 -0.23 0.00 -0.15 -0.02 0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.13 
28.50 5.33 5.15 10.01 0.07 -0.23 0.00 -0.15 -0.01 -0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.13 
28.55 5.34 5.14 10.01 0.06 -0.23 0.00 -0.15 -0.01 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.13 
28.60 5.34 5.13 10.01 0.06 -0.23 0.00 -0.15 -0.01 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.13 
28.65 5.34 5.12 10.01 0.05 -0.23 0.00 -0.15 0.00 -0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.13 
28.70 5.34 5.11 10.01 0.04 -0.23 0.00 -0.15 0.01 -0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.13 
28.75 5.35 5.10 10.01 0.03 -0.23 0.00 -0.15 0.01 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.13 
28.80 5.35 5.08 10.01 0.03 -0.23 0.00 -0.15 0.02 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.13 
28.85 5.35 5.07 10.01 0.02 -0.23 0.00 -0.15 0.02 -0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.13 
28.90 5.35 5.06 10.01 0.01 -0.23 0.00 -0.15 0.03 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.12 
28.95 5.35 5.05 10.01 0.01 -0.23 0.00 -0.15 0.03 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.12 
29.00 5.35 5.04 10.01 -0.00 -0.22 0.00 -0.14 0.03 0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.12 
29.05 5.35 5.03 10.01 -0.01 -0.22 0.00 -0.14 0.04 -0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
29.10 5.35 5.02 10.01 -0.02 -0.22 0.00 -0.14 0.04 -0.00 1.56 1.36 1.56 1.76 98.10 0.02 98.12 
29.15 5.34 5.01 10.01 -0.02 -0.22 0.00 -0.14 0.04 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
